,TRACK_ID,QUALITY,TP,TARGET,R,AV_RAD,AV_DEG,COORD_X,COORD_Y,COORD_Z,DISP_VECT_X,DISP_VECT_Y,DISP_VECT_Z,CENTRD_COORD_X,CENTRD_COORD_Y,CENTRD_COORD_Z,ALIGNED_COORD_X,ALIGNED_COORD_Y,ALIGNED_COORD_Z,ALIGNED_DISP_VECT_X,ALIGNED_DISP_VECT_Y,ALIGNED_DISP_VECT_Z,R_VECT_X,R_VECT_Y,R_VECT_Z,AV_VECT_X,AV_VECT_Y,AV_VECT_Z
ID708,108,0.0,3,ID908,39.997,0.259,14.829,-76.58323480138637,45.40589771003527,-25.238386264878,0.0,-5.625127511265987,-8.79614204194198,-0.5604444257338059,-30.594671388879213,25.762182834036498,25.7621828340365,30.59467138887921,-0.5604444257338075,-8.79614204194198,5.625127511265988,5.386083598254855e-16,0.0,-30.595,25.762,0.259,0.0,0.0
ID709,109,0.0,3,ID909,29.994,0.259,14.83,-102.4636299095857,94.33625476964352,-74.73727138976186,0.0,5.5188651842088206,5.554599858993953,-26.440839533933143,18.335685670729035,-23.73670229084736,-23.736702290847365,-18.33568567072903,-26.440839533933143,5.554599858993952,-5.518865184208821,-3.4012114689306416e-16,-0.0,18.336,-23.737,0.259,0.0,-0.0
ID710,110,0.0,3,ID910,5.855,0.259,14.828,-36.43078272231427,70.14648994222351,-51.11603462761748,0.0,0.2294854900461445,-1.5110460995937913,39.59200765333829,-5.854079156690972,-0.11546552870298399,-0.11546552870298084,5.854079156690972,39.59200765333829,-1.5110460995937913,-0.2294854900461443,9.252488846158146e-17,0.0,-5.854,-0.115,0.259,0.0,0.0
ID711,111,0.0,3,ID911,24.158,0.259,14.829,-107.88169611389478,55.96516129887801,-37.50323404954759,0.0,-2.8105495010957853,-5.645288968938928,-31.858905738242214,-20.035407800036474,13.497335049366903,13.497335049366903,20.035407800036474,-31.858905738242214,-5.645288968938928,2.810549501095786,3.45674253303646e-16,0.0,-20.035,13.497,0.259,0.0,0.0
ID712,112,0.0,3,ID912,39.293,0.259,14.83,-68.51680158184834,100.0034578724926,-82.11005868843782,0.0,7.23397768961452,7.27260158962423,7.505988793804221,24.00288877357812,-31.10948958952332,-31.109489589523324,-24.002888773578118,7.505988793804223,7.272601589624229,-7.2339776896145205,-4.453184129103633e-16,-0.0,24.003,-31.109,0.259,0.0,-0.0
ID713,113,0.0,3,ID913,34.18,0.259,14.829,-55.22102787935623,48.30053584522356,-30.97566472644437,0.0,-4.238842981004815,-7.851461540947817,20.801762496296334,-27.700033253690926,20.024904372470125,20.02490437247013,27.700033253690922,20.801762496296334,-7.851461540947816,4.238842981004816,4.807633622375145e-16,0.0,-27.7,20.025,0.259,0.0,0.0
ID714,114,0.0,3,ID914,12.3,0.259,14.83,-114.06179116015434,79.53718953675269,-62.78084648324915,0.0,2.928580626570138,1.31691462778101,-38.03900078450178,3.5366204378382093,-11.780277384334653,-11.780277384334655,-3.536620437838208,-38.03900078450178,1.3169146277810095,-2.928580626570138,-8.063776418311706e-17,-0.0,3.537,-11.78,0.259,0.0,-0.0
ID715,115,0.0,3,ID915,18.76,0.259,14.83,-40.6726688963189,84.10694818672815,-67.91913319850019,0.0,4.102756337618075,2.674738072028674,35.35012147933366,8.106379087813664,-16.918564099585694,-16.91856409958569,-8.106379087813663,35.35012147933366,2.6747380720286738,-4.102756337618075,-1.637804709233739e-16,-0.0,8.106,-16.919,0.259,0.0,-0.0
ID716,116,0.0,3,ID916,37.444,0.259,14.829,-90.07235637811252,45.25230383277992,-29.633016909827568,0.0,-4.482479819707336,-8.686151654595413,-14.049566002459954,-30.74826526613456,21.36755218908693,21.367552189086933,30.748265266134556,-14.049566002459956,-8.686151654595413,4.482479819707337,5.318733910354379e-16,0.0,-30.748,21.368,0.259,0.0,0.0
ID717,117,0.0,3,ID917,37.282,0.259,14.83,-90.49008125987396,96.91498975255894,-81.86423089488224,0.0,7.275589774046097,6.464870841052829,-14.467290884221399,20.914420653644456,-30.863661795967744,-30.863661795967747,-20.914420653644452,-14.467290884221397,6.464870841052828,-7.2755897740460975,-3.9585916911982015e-16,-0.0,20.914,-30.864,0.259,0.0,-0.0
ID718,118,0.0,3,ID918,18.719,0.259,14.829,-40.64995302452439,58.59487226757207,-44.11264147517095,0.0,-1.189514210859258,-4.739459590378885,35.37283735112817,-17.40569683134241,6.887927623743543,6.887927623743547,17.40569683134241,35.37283735112817,-4.739459590378885,1.1895142108592587,2.9020820085228637e-16,0.0,-17.406,6.888,0.259,0.0,0.0
ID719,119,0.0,3,ID919,13.664,0.259,14.828,-113.5942233769602,62.54415981542478,-48.630457088299295,0.0,-0.1547861978600764,-3.563367924412681,-37.57143300130764,-13.456409283489705,2.370112010615202,2.3701120106152014,13.456409283489705,-37.57143300130764,-3.563367924412681,0.15478619786007686,2.1819335614081688e-16,0.0,-13.456,2.37,0.259,0.0,0.0
ID720,120,0.0,3,ID920,34.571,0.259,14.83,-55.88048684367054,93.91377215309518,-80.5685974912453,0.0,7.042519183542282,5.643950930153537,20.142303531982023,17.9132030541807,-29.568028392330802,-29.568028392330806,-17.913203054180695,20.142303531982026,5.643950930153536,-7.042519183542283,-3.4559232205786273e-16,-0.0,17.913,-29.568,0.259,0.0,-0.0
ID721,121,0.0,3,ID921,39.228,0.259,14.829,-68.17324048898428,42.8324861153038,-30.055839518729552,0.0,-4.290591986569488,-9.298039234530105,7.849549886668285,-33.16808298361068,20.944729580184944,20.944729580184948,33.16808298361068,7.849549886668284,-9.298039234530105,4.290591986569489,5.693406993456899e-16,0.0,-33.168,20.945,0.259,0.0,0.0
ID722,122,0.0,3,ID922,24.596,0.259,14.83,-107.54352677188116,85.77795494722469,-73.56983641592605,0.0,5.50832777388068,3.2997694891597433,-31.5207363962286,9.777385848310203,-22.56926731701155,-22.569267317011555,-9.7773858483102,-31.5207363962286,3.2997694891597424,-5.50832777388068,-2.0205260714117878e-16,-0.0,9.777,-22.569,0.259,0.0,-0.0
ID723,123,0.0,3,ID923,10.434,0.259,14.83,-37.384956714992725,72.4525384908626,-60.81294802483959,0.0,2.6606546571248373,-0.5837825047181511,38.63783366065984,-3.5480306080518886,-9.812378925925096,-9.812378925925094,3.54803060805189,38.63783366065984,-0.5837825047181514,-2.6606546571248373,3.574636879006544e-17,-0.0,-3.548,-9.812,0.259,-0.0,0.0
ID724,124,0.0,3,ID924,30.889,0.259,14.829,-101.41535695225252,48.33466189896932,-37.26359949822191,0.0,-2.612568524789822,-7.628372886607664,-25.39256657659996,-27.66590719994516,13.73696960069259,13.736969600692591,27.66590719994516,-25.39256657659996,-7.628372886607664,2.6125685247898227,4.671031219143266e-16,0.0,-27.666,13.737,0.259,0.0,0.0
ID725,125,0.0,3,ID925,39.986,0.259,14.83,-77.0320037334076,96.0811657492084,-85.57863141373662,0.0,8.265359233398812,6.375626437233507,-1.0092133577550442,20.080596650293913,-34.57806231482212,-34.57806231482212,-20.08059665029391,-1.009213357755042,6.375626437233506,-8.265359233398812,-3.903945254458628e-16,-0.0,20.081,-34.578,0.259,0.0,-0.0
ID726,126,0.0,3,ID926,29.701,0.259,14.829,-49.20675088197254,48.86305304632674,-38.92904677613056,0.0,-2.1995235423952835,-7.434866454554125,26.816039493680023,-27.137516052587742,12.071522322783935,12.07152232278394,27.137516052587742,26.816039493680023,-7.434866454554125,2.1995235423952844,4.55254270282887e-16,0.0,-27.138,12.072,0.259,0.0,0.0
ID727,127,0.0,3,ID927,11.3,0.259,14.829,-114.37078442711808,69.83558007593997,-60.47010187101944,0.0,2.6610902386003943,-1.2727833821428334,-38.34799405146552,-6.16498902297451,-9.469532772104941,-9.469532772104943,6.164989022974511,-38.34799405146552,-1.2727833821428336,-2.6610902386003943,7.793550474745819e-17,-0.0,-6.165,-9.47,0.259,-0.0,0.0
ID728,128,0.0,3,ID928,26.703,0.259,14.83,-46.21925250694058,84.95481797160038,-76.15786783195543,0.0,6.206207305968064,3.1749109951792036,29.803537868711985,8.954248872685895,-25.157298733040932,-25.15729873304093,-8.954248872685891,29.803537868711985,3.1749109951792027,-6.206207305968064,-1.9440722939119743e-16,-0.0,8.954,-25.157,0.259,0.0,-0.0
ID729,129,0.0,3,ID929,39.6,0.259,14.829,-81.64757633638456,40.898466910668574,-32.67004483629924,0.0,-3.548085756235153,-9.709523352176824,-5.624785960731998,-35.10210218824591,18.330524262615256,18.33052426261526,35.10210218824591,-5.624785960731999,-9.709523352176824,3.5480857562351544,5.945368347244913e-16,0.0,-35.102,18.331,0.259,0.0,0.0
ID730,130,0.0,3,ID930,33.865,0.259,14.83,-97.28579902285044,89.65230263820352,-81.99240862910982,0.0,7.556234675164973,4.589516647618922,-21.26300864719788,13.65173353928904,-30.99183953019532,-30.99183953019532,-13.651733539289037,-21.263008647197875,4.589516647618921,-7.556234675164974,-2.810268436070001e-16,-0.0,13.652,-30.992,0.259,0.0,-0.0
ID731,131,0.0,3,ID931,15.46,0.259,14.829,-39.10840695019752,60.77468722288138,-53.683321279063286,0.0,1.2132846035212452,-3.8491689589760085,36.91438342545504,-15.2258818760331,-2.682752180148789,-2.682752180148785,15.2258818760331,36.91438342545504,-3.8491689589760085,-1.2132846035212448,2.3569362224936595e-16,0.0,-15.226,-2.683,0.259,0.0,0.0
ID732,132,0.0,3,ID932,22.498,0.259,14.829,-109.07386213276364,53.81118952833745,-47.28835164979496,0.0,-0.20457989930604015,-5.869358088875288,-33.051071757111075,-22.18937957057703,3.712217449119535,3.7122174491195357,22.18937957057703,-33.051071757111075,-5.869358088875288,0.20457989930604087,3.5939452982953735e-16,0.0,-22.189,3.712,0.259,0.0,0.0
ID733,133,0.0,3,ID933,38.166,0.259,14.83,-64.02847756499455,91.72902110740807,-85.77471129414121,0.0,8.464404173348726,5.255889776800814,11.994312810658016,15.72845200849359,-34.774142195226716,-34.774142195226716,-15.728452008493587,11.994312810658018,5.255889776800813,-8.464404173348726,-3.218304295915206e-16,-0.0,15.728,-34.774,0.259,0.0,-0.0
ID734,134,0.0,3,ID934,36.985,0.259,14.829,-60.76399405928161,41.94927992022394,-36.56349817223269,0.0,-2.57619146670293,-9.30488672715839,15.258796316370955,-34.051289178690546,14.437070926681805,14.43707092668181,34.051289178690546,15.258796316370955,-9.30488672715839,2.5761914667029315,5.697599873421607e-16,0.0,-34.051,14.437,0.259,0.0,0.0
ID735,135,0.0,3,ID935,20.652,0.259,14.83,-110.25568864188872,76.46505074379866,-71.64779706108305,0.0,5.328196898991564,0.8239206132415973,-34.23289826623616,0.46448164488417376,-20.647227962168557,-20.64722796216856,-0.4644816448841712,-34.23289826623616,0.8239206132415966,-5.328196898991564,-5.045058708789228e-17,-0.0,0.464,-20.647,0.259,0.0,-0.0
ID736,136,0.0,3,ID936,19.006,0.259,14.83,-40.80407379085443,74.16658394933195,-69.91785833189192,0.0,4.9587741658399125,0.1700873995301464,35.21871658479813,-1.8339851495825314,-18.917289232977424,-18.91728923297742,1.8339851495825337,35.21871658479813,0.1700873995301458,-4.9587741658399125,-1.0414849470494503e-17,-0.0,-1.834,-18.917,0.259,0.0,0.0
ID737,137,0.0,3,ID937,35.864,0.259,14.829,-93.7151033106612,42.33022995327888,-38.65003240111448,0.0,-2.0491372276115314,-9.135192673602624,-17.692312935008644,-33.6703391456356,12.350536697800017,12.350536697800019,33.6703391456356,-17.692312935008644,-9.135192673602624,2.0491372276115327,5.593692233660903e-16,0.0,-33.67,12.351,0.259,0.0,0.0
ID738,138,0.0,3,ID938,39.001,0.259,14.83,-84.87848638027329,90.37008935689988,-87.25841987001107,0.0,8.894720686693901,4.95472850252537,-8.855696004620725,14.3695202579854,-36.25785077109657,-36.25785077109657,-14.369520257985396,-8.855696004620723,4.954728502525369,-8.894720686693901,-3.033896200630926e-16,-0.0,14.37,-36.258,0.259,0.0,-0.0
ID739,139,0.0,3,ID939,25.778,0.259,14.829,-45.41358568577813,50.4133672926569,-47.87022587104374,0.0,0.061798216104776316,-6.728952312049508,30.60920468987443,-25.587201806257582,3.1303432278707533,3.130343227870758,25.587201806257582,30.60920468987443,-6.728952312049508,-0.06179821610477549,4.1202949552833057e-16,0.0,-25.587,3.13,0.259,0.0,0.0
ID740,140,0.0,3,ID940,17.238,0.259,14.829,-112.09530827847914,60.48452606736325,-58.50991271102571,0.0,2.4723853906590563,-3.7598060772886797,-36.072517902826576,-15.516043031551234,-7.509343612111216,-7.509343612111216,15.516043031551236,-36.072517902826576,-3.75980607728868,-2.472385390659056,2.302217238983174e-16,0.0,-15.516,-7.509,0.259,0.0,0.0
ID741,141,0.0,3,ID941,32.949,0.259,14.83,-53.32166259576107,84.29478979371565,-82.88870450265372,0.0,7.970765940606569,3.2334308303756103,22.701127779891493,8.294220694801169,-31.888135403739227,-31.888135403739227,-8.294220694801165,22.701127779891497,3.2334308303756094,-7.970765940606569,-1.979905358341929e-16,-0.0,8.294,-31.888,0.259,0.0,-0.0
ID742,142,0.0,3,ID942,39.925,0.259,14.829,-73.54162822919733,38.40364008859797,-37.56608286281165,0.0,-2.1958887069136566,-10.188403597750593,2.481162146455233,-37.596929010316515,13.434486236102849,13.434486236102854,37.596929010316515,2.4811621464552323,-10.188403597750593,2.195888706913658,6.238597927203321e-16,0.0,-37.597,13.434,0.259,0.0,0.0
ID743,143,0.0,3,ID943,30.356,0.259,14.83,-102.0475285407454,81.18039440412308,-80.91136524361241,0.0,7.565113331247261,2.3599897881715464,-26.02473816509284,5.179825305208595,-29.910796144697912,-29.910796144697912,-5.179825305208592,-26.024738165092838,2.3599897881715455,-7.565113331247261,-1.4450769700523615e-16,-0.0,5.18,-29.911,0.259,0.0,-0.0
ID744,144,0.0,3,ID944,17.903,0.259,14.829,-40.23017510141952,62.856639208206055,-63.15613811297098,0.0,3.5940892172985386,-2.9875417278545626,35.79261527423304,-13.143929890708428,-12.155569014056482,-12.155569014056478,13.14392989070843,35.79261527423304,-2.987541727854563,-3.594089217298538,1.8293417071681218e-16,0.0,-13.144,-12.156,0.259,0.0,0.0
ID745,145,0.0,3,ID945,29.79,0.259,14.829,-102.6941202608128,46.440004832085165,-47.3080318021257,0.0,0.05168072672312718,-7.776490488304447,-26.671329885160233,-29.560564266829317,3.6925372967887995,3.6925372967888013,29.560564266829317,-26.671329885160233,-7.776490488304447,-0.05168072672312623,4.761727092550939e-16,0.0,-29.561,3.693,0.259,0.0,0.0
ID746,146,0.0,3,ID946,39.82,0.259,14.829,-72.22157474918437,87.64412161794779,-89.08067665326394,0.0,9.459240545534456,4.311288029528001,3.801215626468192,11.643552519033307,-38.08010755434944,-38.08010755434944,-11.643552519033301,3.801215626468194,4.311288029528,-9.459240545534456,-2.639902542781882e-16,-0.0,11.644,-38.08,0.259,0.0,-0.0
ID747,147,0.0,3,ID947,34.145,0.259,14.829,-55.16307988657864,42.48264514115733,-44.48772824174909,0.0,-0.5434237861274696,-8.89683005807143,20.85971048907392,-33.517923957757155,6.512840857165408,6.512840857165413,33.517923957757155,20.85971048907392,-8.89683005807143,0.5434237861274707,5.447737226587569e-16,0.0,-33.518,6.513,0.259,0.0,0.0
ID748,148,0.0,3,ID948,20.634,0.259,14.829,-110.267171366994,66.98859754883665,-69.56220871470403,0.0,5.111309227033445,-1.6998306532412215,-34.244380991341444,-9.011971550077831,-18.56163961578953,-18.561639615789534,9.011971550077833,-34.244380991341444,-1.6998306532412222,-5.111309227033445,1.0408460842922086e-16,-0.0,-9.012,-18.562,0.259,-0.0,0.0
ID749,149,0.0,3,ID949,26.865,0.259,14.829,-46.36485014019524,74.69152989499833,-77.83366912614133,0.0,6.989649657478282,0.5756781199840759,29.657940235457325,-1.3090392039161571,-26.833100027226834,-26.83310002722683,1.3090392039161605,29.657940235457325,0.575678119984075,-6.989649657478282,-3.525011834888317e-17,-0.0,-1.309,-26.833,0.259,0.0,0.0
ID750,150,0.0,3,ID950,38.833,0.259,14.829,-85.59503315488136,38.23757201637706,-41.94823931279566,0.0,-1.0560445266982512,-10.082066817519582,-9.572242779228802,-37.762997082537424,9.05232978611884,9.052329786118845,37.762997082537424,-9.572242779228802,-10.082066817519582,1.0560445266982526,6.173485428432549e-16,0.0,-37.763,9.052,0.259,0.0,0.0
ID751,151,0.0,3,ID951,37.007,0.259,14.829,-91.1789939356531,83.05098210148326,-87.33017746317748,0.0,9.1626854504661,3.062849232370155,-15.156203560000534,7.050413002568774,-36.32960836426298,-36.32960836426298,-7.05041300256877,-15.156203560000533,3.0628492323701537,-9.1626854504661,-1.8754542543465183e-16,-0.0,7.05,-36.33,0.259,0.0,-0.0
ID752,152,0.0,3,ID952,24.417,0.259,14.829,-44.316527288229125,52.39528982464144,-57.24301325161127,0.0,2.4201217232557752,-5.896623029493007,31.706263087423437,-23.605279274273045,-6.242444152696777,-6.242444152696772,23.605279274273045,31.706263087423437,-5.896623029493007,-2.4201217232557743,3.61064025942359e-16,0.0,-23.605,-6.242,0.259,0.0,0.0
ID753,153,0.0,3,ID953,24.756,0.259,14.829,-107.41939204262258,52.124474809631536,-57.54072630187699,0.0,2.506403328505087,-5.95657078688653,-31.396601666970014,-23.876094289282946,-6.54015720296249,-6.540157202962489,23.876094289282946,-31.396601666970014,-5.95657078688653,-2.506403328505086,3.64734767402761e-16,0.0,-23.876,-6.54,0.259,0.0,0.0
ID754,154,0.0,3,ID954,37.171,0.259,14.829,-61.22684722844807,81.74114119319864,-87.72592075071972,0.0,9.3097430968961,2.737322084776352,14.79594314720449,5.740572094284161,-36.72535165180523,-36.72535165180523,-5.740572094284157,14.795943147204492,2.7373220847763506,-9.3097430968961,-1.6761263646783587e-16,-0.0,5.741,-36.725,0.259,0.0,-0.0
ID755,155,0.0,3,ID955,38.901,0.259,14.829,-66.68396441205275,37.69108187767764,-44.244389500474334,0.0,-0.4431359277939251,-10.145269453014357,9.338825963599817,-38.30948722123684,6.756179598440163,6.756179598440168,38.30948722123684,9.338825963599817,-10.145269453014357,0.4431359277939263,6.212185881060726e-16,0.0,-38.309,6.756,0.259,0.0,0.0
ID756,156,0.0,3,ID956,28.407,0.259,14.829,-104.16003238866512,72.00362549343778,-79.12546118151008,0.0,7.415578165216999,-0.07598598366165277,-28.137242013012553,-3.9969436054767016,-28.12489208259558,-28.12489208259558,3.996943605476705,-28.137242013012553,-0.07598598366165367,-7.415578165216999,4.652799583565362e-18,-0.0,-3.997,-28.125,0.259,-0.0,0.0
ID757,157,0.0,3,ID957,23.981,0.259,14.829,-43.9861099622576,64.17039690617524,-71.86076065952317,0.0,5.802246104760371,-2.350913394230787,32.03668041339496,-11.83017219273924,-20.86019156060867,-20.860191560608666,11.830172192739242,32.03668041339496,-2.350913394230788,-5.802246104760371,1.439519281658687e-16,-0.0,-11.83,-20.86,0.259,-0.0,0.0
ID758,158,0.0,3,ID958,35.134,0.259,14.829,-95.12192383965456,40.91418545857375,-49.17307727719729,0.0,0.7226777448821977,-9.143127898469317,-19.099133464001994,-35.086383640340735,1.82749182171721,1.8274918217172131,35.086383640340735,-19.099133464001994,-9.143127898469317,-0.7226777448821966,5.598551157527658e-16,0.0,-35.086,1.827,0.259,0.0,0.0
ID759,159,0.0,3,ID959,39.846,0.259,14.829,-79.49891803202752,81.62082360774193,-90.4482434916411,0.0,10.018431791469553,2.7989425001707815,-3.476127656374956,5.620254508827443,-39.4476743927266,-39.4476743927266,-5.620254508827439,-3.476127656374954,2.79894250017078,-10.018431791469553,-1.713857986915818e-16,-0.0,5.62,-39.448,0.259,0.0,-0.0
ID760,160,0.0,3,ID960,32.091,0.259,14.829,-52.121554794721405,43.99866091950955,-53.39460886868432,0.0,1.7101895675979648,-8.200961704253224,23.901235580931157,-32.001908179404936,-2.394039769769826,-2.3940397697698206,32.001908179404936,23.901235580931157,-8.200961704253224,-1.7101895675979637,5.021640750521867e-16,0.0,-32.002,-2.394,0.259,0.0,0.0
ID761,161,0.0,3,ID961,24.733,0.259,14.829,-107.43679668170552,58.03272441146223,-67.9972004259126,0.0,5.011419253166871,-4.071107551007103,-31.414006306052954,-17.96784468745225,-16.9966313269981,-16.9966313269981,17.967844687452253,-31.414006306052954,-4.0711075510071035,-5.01141925316687,2.4928344156627347e-16,0.0,-17.968,-16.997,0.259,0.0,0.0
ID762,162,0.0,3,ID962,33.081,0.259,14.829,-53.51422978935013,73.4501491779467,-83.98315325767271,0.0,8.623552290468552,0.46392373871850623,22.50856058630243,-2.5504199209677836,-32.982584158758215,-32.982584158758215,2.5504199209677876,22.508560586302433,0.4639237387185052,-8.623552290468552,-2.840713608350452e-17,-0.0,-2.55,-32.983,0.259,0.0,0.0
ID763,163,0.0,3,ID963,39.949,0.259,14.829,-78.02243201088325,36.22080258567124,-47.322334730672864,0.0,0.40359346956332587,-10.420927294958943,-1.999641635230688,-39.779766513243246,3.6782343682416325,3.6782343682416374,39.779766513243246,-1.9996416352306883,-10.420927294958943,-0.4035934695633246,6.380977627959378e-16,0.0,-39.78,3.678,0.259,0.0,0.0
ID764,164,0.0,3,ID964,35.17,0.259,14.829,-95.05434001006526,74.46653929876152,-86.13659950903877,0.0,9.146272539392001,0.8003617608856359,-19.0315496344127,-1.5340298001529646,-35.13603041012428,-35.13603041012428,1.5340298001529689,-19.031549634412695,0.8003617608856348,-9.146272539392001,-4.9008023431426596e-17,-0.0,-1.534,-35.136,0.259,0.0,0.0
ID765,165,0.0,3,ID965,26.73,0.259,14.829,-46.24240324243877,54.13038227553949,-66.36897055109235,0.0,4.722971435577421,-5.136588603885926,29.780387133213793,-21.870186823374993,-15.36840145217785,-15.368401452177844,21.870186823374997,29.780387133213793,-5.136588603885927,-4.72297143557742,3.145253396142836e-16,0.0,-21.87,-15.368,0.259,0.0,0.0
ID766,166,0.0,3,ID966,31.423,0.259,14.829,-100.75089092246172,45.41944787694683,-58.2265642177753,0.0,2.912379495433761,-7.668590094706808,-24.72810054680916,-30.58112122196765,-7.225995118860801,-7.2259951188608,30.58112122196765,-24.72810054680916,-7.668590094706808,-2.9123794954337603,4.695657156727895e-16,0.0,-30.581,-7.226,0.259,0.0,0.0
ID767,167,0.0,3,ID967,39.381,0.259,14.829,-68.99167247496273,76.99308837489178,-90.3687327809959,0.0,10.1555391594773,1.5984872244508068,7.031117900689836,0.9925192759773012,-39.3681636820814,-39.3681636820814,-0.9925192759772964,7.031117900689838,1.5984872244508055,-10.1555391594773,-9.787911314508079e-17,-0.0,0.993,-39.368,0.259,0.0,-0.0
ID768,168,0.0,3,ID968,37.497,0.259,14.829,-62.06986164685358,38.53309561127071,-52.47726808265041,0.0,1.658998923064452,-9.646811727572512,13.95292872879898,-37.46747348764377,-1.4766989837359148,-1.4766989837359092,37.46747348764377,13.95292872879898,-9.646811727572512,-1.6589989230644508,5.906968552074413e-16,0.0,-37.467,-1.477,0.259,0.0,0.0
ID769,169,0.0,3,ID969,29.425,0.259,14.829,-103.0955950636463,62.7705929785991,-77.28329351525441,0.0,7.253398042707261,-2.5284409836173865,-27.072804687993738,-13.229976120315385,-26.282724416339917,-26.282724416339917,13.229976120315388,-27.072804687993738,-2.5284409836173873,-7.253398042707261,1.5482235787100093e-16,-0.0,-13.23,-26.283,0.259,-0.0,0.0
ID770,170,0.0,3,ID970,30.525,0.259,14.829,-50.14991429133804,63.97563874315393,-79.05686734508488,0.0,7.67137178905174,-2.156119126763656,25.87287608431452,-12.024930355760553,-28.056298246170385,-28.056298246170385,12.024930355760556,25.87287608431452,-2.156119126763657,-7.67137178905174,1.3202421935857493e-16,-0.0,-12.025,-28.056,0.259,-0.0,0.0
ID771,171,0.0,3,ID971,38.389,0.259,14.829,-87.23779728525689,37.68192081685468,-53.33167748406122,0.0,1.909139426267501,-9.837998680714676,-11.215006909604327,-38.318648282059804,-2.3311083851467203,-2.3311083851467163,38.318648282059804,-11.215006909604327,-9.837998680714676,-1.9091394262674999,6.024036797176557e-16,0.0,-38.319,-2.331,0.259,0.0,0.0
ID772,172,0.0,3,ID972,39.027,0.259,14.829,-84.76738770808943,73.74377858155435,-89.9620633140365,0.0,10.16100290270532,0.7436470404368407,-8.744597332436868,-2.2567905173601304,-38.961494215122,-38.961494215122,2.2567905173601353,-8.744597332436866,0.7436470404368395,-10.16100290270532,-4.5535248388318894e-17,-0.0,-2.257,-38.961,0.259,0.0,0.0
ID773,173,0.0,3,ID973,32.284,0.259,14.829,-52.38311248724919,45.90948094788455,-62.69629374564233,0.0,4.052533151719608,-7.38945786284463,23.63967788840337,-30.09108815102993,-11.695724646727832,-11.695724646727827,30.09108815102993,23.63967788840337,-7.389457862844631,-4.052533151719607,4.524737959583459e-16,0.0,-30.091,-11.696,0.259,0.0,0.0
ID774,174,0.0,3,ID974,30.596,0.259,14.829,-101.76559963920704,50.39816719464234,-67.75350805767573,0.0,5.208488255933013,-6.055379975732322,-25.742809263554477,-25.602401904272142,-16.752938958761234,-16.75293895876123,25.602401904272146,-25.742809263554477,-6.055379975732323,-5.208488255933012,3.7078508524507833e-16,0.0,-25.602,-16.753,0.259,0.0,0.0
ID775,175,0.0,3,ID975,37.273,0.259,14.829,-61.48452684707151,69.83629708820614,-87.76016601651516,0.0,9.724254149923624,-0.3427114194366965,14.538263528581055,-6.164272010708345,-36.75959691760066,-36.75959691760066,6.164272010708349,14.538263528581057,-0.34271141943669764,-9.724254149923624,2.098502214221989e-17,-0.0,-6.164,-36.76,0.259,-0.0,0.0
ID776,176,0.0,3,ID976,39.816,0.259,14.829,-72.16046999291413,36.37275411776487,-54.86515111134951,0.0,2.350640379693509,-10.124584108895768,3.8623203827384316,-39.62781498114961,-3.864582012435015,-3.86458201243501,39.62781498114961,3.862320382738432,-10.124584108895768,-2.3506403796935076,6.19951976082868e-16,0.0,-39.628,-3.865,0.259,0.0,0.0
ID777,177,0.0,3,ID977,34.908,0.259,14.829,-95.53024492581206,65.10252841228323,-84.16345347114347,0.0,8.954655699593033,-1.6904559159345638,-19.507454550159494,-10.898040686631248,-33.16288437222897,-33.16288437222897,10.898040686631251,-19.50745455015949,-1.690455915934565,-8.954655699593033,1.035105713274486e-16,-0.0,-10.898,-33.163,0.259,-0.0,0.0
ID778,178,0.0,3,ID978,31.596,0.259,14.829,-51.47041919251477,54.7820009176033,-74.41145404173915,0.0,6.782315966076453,-4.693896309648366,24.552371183137794,-21.218568181311184,-23.41088494282465,-23.410884942824648,21.218568181311188,24.552371183137794,-4.693896309648367,-6.782315966076452,2.874182545570223e-16,0.0,-21.219,-23.411,0.259,0.0,0.0
ID779,179,0.0,3,ID979,36.359,0.259,14.829,-92.6756501069358,41.14348229514975,-61.34146348456122,0.0,3.8642747432699522,-8.66915380477026,-16.652859731283243,-34.85708680376473,-10.34089438564672,-10.340894385646719,34.85708680376473,-16.652859731283243,-8.66915380477026,-3.8642747432699514,5.308325729164e-16,0.0,-34.857,-10.341,0.259,0.0,0.0
ID780,180,0.0,3,ID980,39.995,0.259,14.829,-75.42661662368758,69.73577884070278,-90.50228809538989,0.0,10.437392644159075,-0.2752919122187194,0.596173751964983,-6.264790258211704,-39.50171899647539,-39.50171899647539,6.2647902582117085,0.5961737519649855,-0.2752919122187207,-10.437392644159075,1.685676795649052e-17,-0.0,-6.265,-39.502,0.259,-0.0,0.0
ID781,181,0.0,3,ID981,37.048,0.259,14.829,-60.91727539705673,40.60457111728228,-61.93960843724499,0.0,4.037449001845879,-8.788252986198934,15.105514978595835,-35.3959979816322,-10.939039338330495,-10.93903933833049,35.3959979816322,15.105514978595835,-8.788252986198934,-4.037449001845878,5.381252944822847e-16,0.0,-35.396,-10.939,0.259,0.0,0.0
